review,rating
Grabbed the lava cream cheese bun with pork floss on top on a whim because I walked by and it smelled AMAZING on the inside. The bun was $6.50 and while it...,4
"Great ambiance, friendly staff, delicious food!

Came here to catch up with some old colleagues over drinks and dinner and wow I was impressed. Our server...",5
"The food was absolutely amazing here and friendly service! I just can't get over how delicious everything was.

Definitely try the Hojaldre de Crema &...",5
Bar Chica is Patria's sister restaurant. It has super innovative tapas dishes and beautiful interior! This place is on the pricier side so be prepared to...,3
"I have seen this restaurant previously when it was on Kingston Road and most recently when advertised on Magyar Kepek!

The food was absolutely incredible...",5
"We've ordered in from this place a few times, and every single time it's been very tasty. This time, finally got to come inside and try their dinner menu....",5
"First, let me say that the waiting staff was very understanding and accommodating. At first, we sat outside at one of the sidewalk tables with an umbrella...",4
"Visited for my friends engagement surprise party last weekend, my first time visiting the uptown location as I've always been to the one downtown. 

Pai's...",5
I've been to the Pai downtown so I had high expectations for the uptown location. First off I really liked the decor and vibe of this location. It isn't as...,4
"It was only a matter of time when I could finally make a visit to Pai!

It was well worth the wait!

As advertised, you get both an amazing experience with...",5
"Toronto MUST VISIT Michelin starred traditional Kaiseki cuisine spot

First and foremost congratulations Kei, Chef Hashimoto and the rest of the Hashimoto...",5
The eight-course meal ($350 per person) began with an onjyaku-zen (amuse bouche) consisting of three hearty soups designed to warm-up the stomach....,4
"TLDR: Pricey but very beautiful experience! Not full 5 star because of ...small portion. I was quite torn between 4 and 5 stars here.

The first time I...",4
"Had this place bookmarked forever and finally got the chance to try in the summertime.

All of the options sounded so good I couldn't make up my mind so the...",5
"Good tasting dumplings paired with different sauces, best with the hot sauce it comes with.  My favourite was the fried pork and chilli chicken.",4
Food: This restaurant has a selection of unique momos (Tibetan dumplings). For most options you can choose whether you want them fried or steamed. When it...,4
"Went here for late night eats. Fun, loud late night ambiance.  Ordered the Neon sour which was delicious.  Good wise it was generally unique and fun....",4
"Super nice staff, but really small tight place inside. We were a party of 5, waited about 20-30 minutes on a Friday night at 7pm. There's absolutely no...",3
"Ossington is filled with lots of vibey spots and Oddseoul encapsulates that well. They have great service, banging music, and a cozy interior with a...",3
Loved the atmosphere of this place. The staff are absolutely lovely angels. The smell of brisk that hits your upon entering is divine. The food was...,5
Was walking around the area and the want for BBQ struck us and this place was close so we figured we'd pop in and give it a try. We got lucky as seating is...,4
paid a visit here during my recent visit to Toronto to visit my sons and their girlfriends.   Although we had not booked we were found a table upstairs very...,5
Great brunch option with generous sides. Potatoes are notable and the southern inspired food makes my once Houstonian tastebuds happy.,5
So I live in the neighbourhood but for whatever reason had never eaten here before. Yesterday I went for lunch with my wife and decided to try it out....,4
Workers are welcoming and friendly. Food was good. The place offers a warm environment,4
"I am so lucky  to be not too far from this great Italian restaurant. The food is good, very good. And the portions an also very generous. 

It's affordable...",5
After a soft 2 hour wait (I was expecting longer for a Friday night) my friend and I were able to get a table. It was smaller inside than what I...,3
"soul-filling italian food at sugo 

i wanted to try their lasagna/pesto but they didn't have either the day i went  instead, tried their rigatoni &...",5
"Food: 4/5
Ambience: 5/5
Service: 4/5

I went there with my friends for brunch, and we fell in love with Clay restaurant. The place is bright and well spaced...",4
"I've always liked the quaint little Gardiner Museum, but I've never tried the restaurant located on the top floor, aptly named Clay. You know, since the...",5
"Location:

The restaurant is on top of a museum and on the third floor. Just let the front people know you're going to the restaurant and they will let you...",4
It was such a great experience. We always wanted to try Tibetan food. I recommend this place. We take steel Momo with beef and fried Momo with chicken. The...,5
My friend and I came here on a weekday evening and the restaurant was empty. I read about Tibet Kitchen's famous momo (dumplings) so I was very excited to...,3
"Had an enjoyable lunch with friends at Tibet Kitchen. It was my first time having Tibetan and Himalayan food so I was pretty excited. 

Our group ordered a...",4
"Food: 5/5
Ambience: 5/5
Service: 5/5

So much to love about this place! I went there with my friends for birthday dinner, and it was amazing. It was cozy...",5
"They passed the vibe check but not much the taste check... 
Okay so upon entrance you are greeted and the host is super nice the place is gorgeous. Like if...",3
